category,L,a,b
white,89.84146040381881,6.066863263976687,-4.958374444064437
white,89.95379168499626,0.5130654134955082,-7.911866866526568
white,90.14953600396048,9.813707374146423,-8.126312339222178
white,89.97342370123239,3.574109098828081,0.9250447457203728
white,89.9503796202149,-1.1261532130781529,-2.3920979382309255
white,89.98096643833382,4.937551228417979,-4.43163080519316
white,89.75131160986273,2.9205132885095537,-2.843024246328381
white,89.9984000655278,3.7982485881503107,-9.764257697845046
white,89.6912788929369,4.067206883232127,2.1625664985349795
gray,55.617348075606785,7.364747727870435,-0.3263276569452245
gray,55.74749220149363,5.8876989227310546,2.758654944567085
gray,56.782143811910274,1.5304477513440884,5.370059077105438
gray,56.37829278264489,-1.4715773500064144,-0.5139379814984801
gray,37.057102950839464,-1.5855050413831895,-0.5514486882863934
gray,56.346770675046116,1.0395535034049552,-6.912228649589425
gray,35.73709952702238,0.9732829197574566,-6.91767799192916
gray,56.442467089211306,6.442304896829009,-4.929037710063788
gray,36.21078051665754,6.595149719376526,-5.4684722689875676
gray,55.79835149552201,3.2142872088095076,-1.882447188909997
gray,36.2142766925689,2.4632204908098254,-1.7459555849418273
gray,40.67859238867646,5.927054089973881,0.15443558172972205
gray,47.00895811063045,3.8663893446547486,3.8576542824628652
gray,60.90168882437617,-5.419832752040632,-0.9251500271206353
gray,47.58352390915869,-0.2692861783886906,0.5236071137121341
gray,66.85953943546238,1.6805431708250185,3.711242849917048
gray,56.763504312120574,-0.6173075113192348,-1.9353594065752209
gray,59.01895071156878,6.541934538885465,-4.358993198576601
gray,54.32334445276023,3.234921949106752,-2.5659347262561996
gray,51.36465668490035,0.21437712756715976,1.0087632614999764
gray,72.24692171074263,2.039065124171363,2.4587372267855128
gray,48.88491794037678,-1.0361257906127554,1.0560093647008784
gray,49.447486468994555,2.0557361733690347,-2.5760097918774423
gray,42.31596946300396,3.694367827002017,-0.45273060306071566
gray,41.37286652269264,1.1499357937841506,-1.3687728206349987
black,16.44981437016321,5.751919016394991,-1.525490452682654
black,13.798255905626313,4.201186490254388,3.8425371094657104
black,12.790613439844321,-0.1879616515192417,3.725896059643646
black,14.676589669223986,-2.2387110436729865,-0.7644208618322379
black,15.60918419738617,0.5406516786808646,-5.037993705245258
black,16.07057523406891,4.749394255167849,-5.687667081259562
black,16.863575555119596,1.382654677450551,-0.9809122828152605
black,14.571235081413793,-0.14825353037480005,0.04331086624890468
black,15.803519616746664,0.5212746262082864,-2.6435756664104137
black,17.077214262778664,1.657531524311997,-3.6976983771135536
black,18.405396298770636,4.745582398623302,-5.334591330417064
black,14.020479442220958,3.6908843777105598,3.754486225285058
black,14.379746782615822,2.7289821493360447,0.2183367713392097
black,15.202194777223172,1.5849689096418087,-2.528130729285185
black,16.56926562014204,8.398675992125591,-1.2548040894063779
black,12.515053105346187,-0.4265081518630649,6.989632173959527
black,16.10013109050658,-0.05593566352890145,-5.79861924788163
black,14.934052706342525,0.09816218466801274,0.6136126307938186
black,15.489600860303554,-0.7329375433931276,-1.6278700313309757
black,16.85623819700773,0.9316284255555776,-4.203361014638487
black,16.17403738722479,1.1880930747014942,-5.0914338952837435
black,14.833928274399028,3.4810232284451867,2.729211403870039
black,15.62687125833576,5.276376068790355,-2.1761952554412076
black,13.603471586975177,1.256962304740447,3.752091672694454
black,17.15132376116862,8.61224581592632,-8.991379057961392
pink,67.00473448582215,52.56258720372936,10.844752844101247
pink,70.46952123117335,40.063893218515226,7.745713623767436
pink,73.16881089762495,24.857612332319924,3.6043543357377583
pink,60.91030125341317,28.00747526125963,5.717510998057551
pink,70.12144427880065,36.48688711662529,25.040411008732022
pink,73.35769360009094,20.25746564893005,15.955862955875034
pink,61.102340461481035,27.99294638913502,12.91763061030602
pink,77.25577779816842,43.71626456881583,-21.227516268612547
pink,69.38216121762902,52.246578341295425,-18.97765081911298
pink,79.82421676833266,30.537083807786804,-10.934620327426936
pink,70.69833674334019,31.953075178961733,-9.477321278949379
pink,60.878245780101594,32.75023728851762,-5.203853609837794
pink,70.7608002090625,16.8992493424458,-6.3147312440180015
pink,72.3910896701233,25.571642966748414,8.438179669290221
pink,66.86669371827979,21.043325649152614,-1.6004950732448275
pink,72.75691511613802,32.56063278588199,21.848561176774027
pink,68.7011840234013,35.06482684080093,-10.337864642795775
pink,58.70082615455448,39.15288300274389,10.947883600980774
pink,71.12383315564405,26.23881731325467,0.24119173948845685
pink,74.5986589280596,29.491269075565075,5.293065199034274
pink,69.85201349455703,36.88992443230277,-2.52902229516022
pink,80.84664668822293,19.095981192893245,2.39722786380099
pink,73.33587081926458,17.03775139827015,8.110580691321502
pink,69.91932778663775,32.81314268985349,6.490643759761634
pink,65.46915828418751,42.12309952785825,15.246999202672297
brown,35.14940507114832,24.628058495553688,15.616944833721869
brown,35.99288452417474,12.785624167111514,6.364371943125313
brown,19.144602310542652,27.20916252951061,25.723168264930564
brown,56.28963837594509,15.846108254415736,21.189060217608645
brown,35.52057272681724,14.775429855377025,17.691214139028965
brown,17.276371153532843,15.232309790456034,17.373461039057993
brown,35.8759838084305,8.920200439887255,7.998327399807071
brown,30.552912717105364,13.150319990045316,36.09564144103982
brown,45.91487259008107,9.633890563301717,22.22874857605326
brown,49.4970365409406,14.50315242388384,22.77513837856788
brown,36.89910111130242,15.400643458072413,20.823432349387122
brown,44.407958921547866,7.753070105257729,22.62807867823515
brown,28.307831544684632,11.642255161541833,27.346901896888234
brown,32.14679058975719,14.123002466119026,28.543725833832156
brown,46.20886995728512,25.3875063665745,17.978702332035297
brown,56.08193165060558,22.618754562142442,16.356824466497304
brown,48.35544411876458,8.417419374189063,20.16535821295446
brown,30.037006103158824,17.88418930340704,37.87632122855581
brown,20.534959020029984,14.875878583499578,24.318668382793007
brown,40.740134307231685,22.798115127753718,25.248761385604332
brown,33.31331849033294,14.338617630413573,7.324080629148137
brown,37.50048265065103,18.82099292604963,13.104006209426373
brown,35.44648970770955,7.314432747494634,15.193292255389487
brown,39.03060741809927,16.165951660037543,41.73490544416248
brown,47.41944394211587,10.098445535049628,30.703350197335514
olive,37.71486134388705,-3.508214407527271,36.3897662218733
olive,18.94082103158113,-1.907505576716595,22.888483545522746
olive,36.33479600373817,-0.5910991694731693,14.048827785372609
olive,36.01138455403891,-16.848320506440473,29.975285188733046
olive,19.170480719992774,-16.2794409831212,22.249820415140086
olive,36.90090278739911,-5.6089686106127745,9.774506175247987
olive,40.022644195932386,-4.410728157527789,24.88572167757842
olive,37.87984929203259,-3.1480655553408403,36.91086306476291
olive,37.23484800166571,-10.312721414346893,26.30125373245805
olive,34.45071125510131,-14.425528464959438,18.941322471633868
olive,36.060190643289815,-4.018989692334946,14.6397376170301
olive,21.85973351293679,-9.589180920439526,20.616002442141884
olive,47.237364257143426,-0.9738596656684528,23.988751405373566
olive,20.749984788403466,-2.1750673453081912,15.7609137572584
olive,26.954670883385837,-9.798486186505059,19.069880587839364
olive,36.477883701070816,-9.852279791662585,35.889305048302276
olive,35.879245454284096,-16.01307943383677,24.806195062106898
olive,43.108467784317874,-3.8882685413532685,19.50194255682915
olive,24.76483573731302,-17.04244730100199,11.749385360143062
olive,30.522431226718243,-1.9292274072510918,25.99790956908732
olive,26.63140292926716,4.946813641014998,25.9151469261515
olive,40.48447895747374,-6.142005620965261,21.30116913393302
olive,35.45646218496825,-6.021286154583234,33.522960307621204
olive,25.219345941313275,0.03805487640742333,15.952232130352794
olive,35.75397482331529,-4.00482026709891,18.444289711342137
