category,L,a,b
gray,75.62072109691682,7.266625627142198,-1.3519773071918983
gray,55.617348075606785,7.364747727870435,-0.3263276569452245
gray,34.80380362792767,7.212444857342626,-0.6116512775972804
gray,55.74749220149363,5.8876989227310546,2.758654944567085
gray,36.20612462130945,5.591929410813185,2.724385855182121
gray,75.99475580912325,3.220545588355772,5.7073306188247575
gray,56.782143811910274,1.5304477513440884,5.370059077105438
gray,34.91130384401101,1.5142880920318014,5.154194361903808
gray,76.74925571433523,-0.817060709050188,-1.9934861190254116
gray,56.37829278264489,-1.4715773500064144,-0.5139379814984801
gray,37.057102950839464,-1.5855050413831895,-0.5514486882863934
gray,75.09234294669353,2.3552219161478427,-7.179556457280434
gray,56.346770675046116,1.0395535034049552,-6.912228649589425
gray,35.73709952702238,0.9732829197574566,-6.91767799192916
gray,75.79011765888347,6.983846048585873,-6.040557316457318
gray,56.442467089211306,6.442304896829009,-4.929037710063788
gray,36.21078051665754,6.595149719376526,-5.4684722689875676
gray,75.10632108947114,3.5894958344662165,-3.29267108795146
gray,55.79835149552201,3.2142872088095076,-1.882447188909997
gray,36.2142766925689,2.4632204908098254,-1.7459555849418273
black,16.44981437016321,5.751919016394991,-1.525490452682654
black,13.798255905626313,4.201186490254388,3.8425371094657104
black,12.790613439844321,-0.1879616515192417,3.725896059643646
black,14.676589669223986,-2.2387110436729865,-0.7644208618322379
black,15.60918419738617,0.5406516786808646,-5.037993705245258
black,16.07057523406891,4.749394255167849,-5.687667081259562
black,16.863575555119596,1.382654677450551,-0.9809122828152605
pink,67.00473448582215,52.56258720372936,10.844752844101247
pink,70.46952123117335,40.063893218515226,7.745713623767436
pink,60.32816082068807,50.575052234242804,11.247187919682089
pink,83.67627826414999,20.5295640450755,1.7666621869216526
pink,73.16881089762495,24.857612332319924,3.6043543357377583
pink,60.91030125341317,28.00747526125963,5.717510998057551
pink,86.56364136061532,12.256989604447044,-1.568698243273814
pink,73.54794825319709,12.517965637060202,-1.06642946844544
pink,66.97626744033491,45.83371850795748,40.2576812431175
pink,70.12144427880065,36.48688711662529,25.040411008732022
pink,60.104116628789996,54.18971822362484,26.15444848219326
pink,83.34586731716085,16.542931139127358,14.109940776592733
pink,73.35769360009094,20.25746564893005,15.955862955875034
pink,61.102340461481035,27.99294638913502,12.91763061030602
pink,86.94507366314238,10.110570991045842,4.831518368452903
pink,73.01122152865243,11.233831729505761,4.188530859486983
pink,73.64134510463747,8.816174998599713,7.834351258957217
pink,77.25577779816842,43.71626456881583,-21.227516268612547
pink,69.38216121762902,52.246578341295425,-18.97765081911298
pink,60.76243785896392,53.06273013699897,-13.640996020223062
pink,79.82421676833266,30.537083807786804,-10.934620327426936
pink,70.69833674334019,31.953075178961733,-9.477321278949379
pink,60.878245780101594,32.75023728851762,-5.203853609837794
pink,84.12166277764993,16.143194631823455,-6.79914380517852
pink,70.7608002090625,16.8992493424458,-6.3147312440180015
brown,30.28613046011118,45.20709718055438,37.167321354981404
brown,19.751338439907506,35.83837548368848,21.71190460370725
brown,56.01681441564163,18.54269137748038,11.60778101630564
brown,35.14940507114832,24.628058495553688,15.616944833721869
brown,16.868480084749514,19.771909269685167,8.739606041064206
brown,55.941295293512496,11.13209324034109,7.239714275747855
brown,35.99288452417474,12.785624167111514,6.364371943125313
brown,19.82867615437484,12.318760875039192,4.380243970528552
brown,37.10921071498956,26.6617350984783,39.305455902190225
brown,19.144602310542652,27.20916252951061,25.723168264930564
brown,56.28963837594509,15.846108254415736,21.189060217608645
brown,35.52057272681724,14.775429855377025,17.691214139028965
brown,17.276371153532843,15.232309790456034,17.373461039057993
brown,55.31487088498082,8.362378353006184,9.172036124804595
brown,35.8759838084305,8.920200439887255,7.998327399807071
brown,19.959099379722048,7.629703272237193,5.845842515492194
brown,48.335695848052396,15.934768525288135,47.66519314300044
brown,30.552912717105364,13.150319990045316,36.09564144103982
brown,66.6038582136376,10.584463393701505,25.928748782333578
brown,45.91487259008107,9.633890563301717,22.22874857605326
brown,24.438163160822207,9.519368667176675,21.2906340010439
brown,65.80326025762642,6.978041617490827,10.752121462097675
brown,46.082442209334346,6.34566732020192,9.863334374853029
brown,27.170529178251947,5.264992683350789,8.81237917390597
brown,52.100354501925835,5.831989577249952,39.976138659728264
brown,37.644999326824745,5.7057639439990755,33.8645918189471
brown,19.62151984455521,5.247612243941768,21.11853286232077
olive,52.100354501925835,5.831989577249952,39.976138659728264
olive,37.644999326824745,5.7057639439990755,33.8645918189471
olive,19.62151984455521,5.247612243941768,21.11853286232077
olive,52.23543566191168,-4.482535457850267,43.53741014866724
olive,37.71486134388705,-3.508214407527271,36.3897662218733
olive,18.94082103158113,-1.907505576716595,22.888483545522746
olive,55.759898702666206,-0.4099343674018874,13.101376725102654
olive,36.33479600373817,-0.5910991694731693,14.048827785372609
olive,19.861629609177683,-1.361603677202533,13.624605031438309
olive,56.782143811910274,1.5304477513440884,5.370059077105438
olive,34.91130384401101,1.5142880920318014,5.154194361903808
olive,12.790613439844321,-0.1879616515192417,3.725896059643646
olive,31.90996249479852,-28.071496818199538,36.839050332197395
olive,36.01138455403891,-16.848320506440473,29.975285188733046
olive,19.170480719992774,-16.2794409831212,22.249820415140086
olive,36.90090278739911,-5.6089686106127745,9.774506175247987
olive,20.48670739335666,-4.597159545265433,7.690151775057652
